,ticket_id,customer_id,agent_id,category,priority,created_at,first_response_at,resolved_at,status,escalated_flag,reopen_count
213,214,37,9,Billing,Medium,2024-07-01 22:12:05,2024-07-01 22:41:05,2024-07-01 23:59:05.000000,Closed,0,0
214,215,11,19,Technical,Medium,2024-02-28 14:12:25,2024-02-28 14:21:25,2024-02-28 17:43:37.000000,Closed,0,0
215,216,5,14,Account,High,2024-07-30 07:05:05,2024-07-30 07:25:05,2024-07-30 09:27:29.000000,Closed,1,1
216,217,139,12,Account,Low,2024-09-28 12:23:57,2024-09-28 12:38:57,2024-09-28 18:19:09.000000,Closed,0,0
217,218,2,12,Technical,Low,2024-09-17 03:51:43,2024-09-17 04:17:43,2024-09-17 08:14:07.000000,Closed,0,2
218,219,124,1,Technical,Low,2024-12-31 09:32:03,2024-12-31 09:39:03,2024-12-31 13:41:27.000000,Open,0,0
219,220,44,10,Account,Urgent,2024-10-28 07:57:00,2024-10-28 08:03:00,2024-10-28 10:37:48.000000,Closed,0,0
220,221,93,15,Technical,High,2024-09-29 07:24:04,2024-09-29 07:27:04,2024-09-29 09:52:52.000000,Closed,0,1
221,222,11,10,Technical,Low,2024-12-05 15:03:28,2024-12-05 15:20:28,2024-12-05 22:24:40.000000,Open,0,1
222,223,131,14,Technical,High,2024-12-26 13:34:21,2024-12-26 13:52:21,2024-12-26 16:02:33.000000,Open,0,0
223,224,136,7,Technical,Low,2024-07-10 00:33:48,2024-07-10 00:43:48,2024-07-10 02:39:36.000000,Closed,0,0
224,225,132,4,Bug,Medium,2024-02-03 02:18:09,2024-02-03 02:28:09,2024-02-03 03:32:21.000000,Closed,1,0
225,226,98,8,Technical,High,2024-12-20 17:00:47,2024-12-20 17:08:47,2024-12-20 19:04:35.000000,Open,0,0
226,227,123,15,Bug,Medium,2024-03-05 19:04:22,2024-03-05 19:16:22,2024-03-05 22:19:58.000000,Closed,1,0
227,228,123,13,Bug,Medium,2024-11-20 05:40:43,2024-11-20 05:45:43,2024-11-20 15:46:55.000000,Open,0,0
228,229,20,16,Billing,Low,2024-08-10 14:38:43,2024-08-10 14:54:43,2024-08-10 15:58:19.000000,Closed,0,0
229,230,50,9,Account,Medium,2024-12-13 18:58:15,2024-12-13 19:09:15,2024-12-14 02:41:03.000000,Open,0,0
230,231,1,17,Account,Low,2024-12-03 14:07:53,2024-12-03 14:27:53,2024-12-03 22:19:29.000000,Open,1,0
231,232,20,8,Technical,Medium,2024-09-20 11:40:24,2024-09-20 12:12:24,2024-09-20 19:17:48.000000,Closed,0,1
232,233,89,10,Technical,Medium,2024-03-16 23:37:43,2024-03-16 23:46:43,2024-03-17 01:52:06.999999,Closed,0,2
233,234,99,18,Billing,Low,2024-12-25 19:38:15,2024-12-25 20:12:15,2024-12-26 02:56:03.000000,Open,0,0
234,235,53,14,Billing,Medium,2024-10-30 01:36:10,2024-10-30 01:46:10,2024-10-30 08:34:10.000000,Closed,0,1
235,236,90,2,Bug,Medium,2024-12-11 13:43:21,2024-12-11 14:01:21,2024-12-11 16:17:33.000000,Open,0,0
236,237,17,20,Billing,Medium,2024-11-11 13:56:56,2024-11-11 14:03:56,2024-11-11 19:45:56.000000,Open,0,0
237,238,79,1,Bug,Medium,2024-07-23 06:13:06,2024-07-23 06:36:06,2024-07-23 12:45:06.000000,Closed,0,1
238,239,149,17,Bug,Medium,2024-01-26 23:32:57,2024-01-26 23:50:57,2024-01-27 05:13:09.000000,Closed,0,0
239,240,95,10,Account,Medium,2024-09-10 22:29:02,2024-09-10 22:45:02,2024-09-11 02:03:38.000000,Closed,0,0
240,241,104,15,Technical,Medium,2024-12-09 18:33:00,2024-12-09 18:48:00,2024-12-09 22:10:48.000000,Open,0,0
241,242,82,16,Technical,Medium,2024-10-24 16:45:54,2024-10-24 16:53:54,2024-10-25 00:48:30.000000,Closed,1,0
242,243,75,13,Technical,Medium,2024-03-04 23:26:25,2024-03-04 23:38:25,2024-03-05 05:58:49.000000,Closed,0,2
243,244,102,4,Billing,High,2024-07-29 21:37:57,2024-07-29 21:53:57,2024-07-29 23:58:08.999999,Closed,1,0
244,245,45,14,Bug,Low,2024-10-04 22:30:03,2024-10-04 23:13:03,2024-10-05 04:07:39.000000,Closed,0,2
245,246,138,15,Account,High,2024-02-05 10:45:23,2024-02-05 11:00:23,2024-02-05 12:28:35.000000,Closed,0,0
246,247,65,4,Technical,Low,2024-05-01 15:38:56,2024-05-01 16:03:56,2024-05-01 18:00:20.000000,Closed,0,0
247,248,25,12,Technical,Low,2024-02-08 11:11:48,2024-02-08 11:42:48,2024-02-08 17:27:12.000000,Closed,0,0
248,249,126,3,Technical,Urgent,2024-10-10 09:38:09,2024-10-10 09:43:09,2024-10-10 12:19:09.000000,Closed,0,0
249,250,55,6,Billing,Low,2024-12-10 17:54:26,2024-12-10 18:15:26,2024-12-10 23:32:14.000000,Open,0,0
250,251,102,11,Technical,Low,2024-07-18 21:14:48,2024-07-18 21:37:48,2024-07-19 01:36:00.000000,Closed,0,0
251,252,147,20,Technical,Low,2024-02-09 16:32:46,2024-02-09 16:49:46,2024-02-09 21:20:57.999999,Closed,0,0
252,253,8,15,Technical,Medium,2024-05-14 15:47:08,2024-05-14 15:56:08,2024-05-14 20:43:32.000000,Closed,0,0
253,254,136,6,Technical,Low,2024-02-03 05:07:52,2024-02-03 05:26:52,2024-02-03 12:52:04.000000,Closed,1,0
254,255,49,15,Technical,Medium,2024-09-08 06:02:51,2024-09-08 06:20:51,2024-09-08 09:08:15.000000,Closed,0,0
255,256,71,9,Feature,Low,2024-12-30 21:06:10,2024-12-30 21:49:10,2024-12-31 03:13:10.000000,Open,0,0
256,257,91,14,Account,Low,2024-04-17 11:43:51,2024-04-17 12:02:51,2024-04-17 15:19:03.000000,Closed,0,0
257,258,53,14,Technical,Medium,2024-12-06 08:26:22,2024-12-06 08:40:22,2024-12-06 16:18:46.000000,Open,0,0
258,259,36,4,Billing,Medium,2024-01-04 20:11:03,2024-01-04 20:38:03,2024-01-04 23:01:27.000000,Closed,0,0
259,260,62,3,Billing,Low,2024-04-01 01:29:15,2024-04-01 01:46:15,2024-04-01 08:57:39.000000,Closed,0,1
260,261,43,3,Technical,Medium,2024-08-05 23:09:10,2024-08-05 23:58:10,2024-08-06 00:28:10.000000,Closed,0,0
261,262,145,8,Feature,Low,2024-05-18 13:03:09,2024-05-18 13:29:09,2024-05-18 20:11:09.000000,Closed,0,0
262,263,144,20,Account,High,2024-10-20 16:16:23,2024-10-20 16:24:23,2024-10-20 18:24:23.000000,Closed,0,0
263,264,55,11,Technical,Low,2024-06-02 17:30:07,2024-06-02 18:03:07,2024-06-02 22:02:31.000000,Closed,0,0
264,265,148,3,Billing,High,2024-05-22 13:30:38,2024-05-22 13:41:38,2024-05-22 16:17:02.000000,Closed,0,0
265,266,121,11,Feature,Low,2024-01-10 09:38:10,2024-01-10 09:53:10,2024-01-10 17:04:34.000000,Closed,0,0
266,267,63,9,Technical,Low,2024-04-21 22:07:30,2024-04-21 22:25:30,2024-04-22 02:45:18.000000,Closed,0,0
267,268,76,11,Account,Medium,2024-04-29 20:05:01,2024-04-29 20:15:01,2024-04-29 22:30:36.999999,Closed,1,0
268,269,20,19,Account,Low,2024-01-31 22:50:14,2024-01-31 23:06:14,2024-02-01 02:30:50.000000,Closed,0,0
269,270,133,10,Account,Medium,2024-05-22 03:47:47,2024-05-22 04:00:47,2024-05-22 09:48:47.000000,Closed,0,0
270,271,13,14,Billing,Medium,2024-06-15 10:14:58,2024-06-15 10:32:58,2024-06-15 17:26:22.000000,Closed,0,2
271,272,112,12,Technical,High,2024-03-04 06:32:03,2024-03-04 06:36:03,2024-03-04 08:01:15.000000,Closed,0,0
272,273,23,2,Billing,Low,2024-01-24 20:22:05,2024-01-24 20:58:05,2024-01-25 02:26:53.000000,Closed,0,0
273,274,98,20,Technical,Medium,2024-08-09 18:45:48,2024-08-09 18:54:48,2024-08-10 04:01:24.000000,Closed,1,0
274,275,20,1,Technical,Medium,2024-08-21 12:22:51,2024-08-21 12:31:51,2024-08-21 18:03:03.000000,Closed,0,0
275,276,26,18,Technical,High,2024-05-02 08:40:10,2024-05-02 08:50:10,2024-05-02 11:31:34.000000,Closed,0,0
276,277,11,3,Technical,Medium,2024-11-26 13:14:47,2024-11-26 13:45:47,2024-11-26 18:30:47.000000,Open,0,3
277,278,146,12,Technical,Medium,2024-09-24 07:15:05,2024-09-24 07:20:05,2024-09-24 12:44:05.000000,Closed,0,0
278,279,146,12,Technical,Medium,2024-12-08 07:52:28,2024-12-08 08:05:28,2024-12-08 09:49:52.000000,Open,0,0
279,280,89,8,Technical,Medium,2024-05-26 12:57:31,2024-05-26 13:14:31,2024-05-26 17:37:54.999999,Closed,0,0
280,281,21,9,Billing,Medium,2024-04-01 06:00:10,2024-04-01 06:25:10,2024-04-01 12:29:22.000000,Closed,0,0
281,282,74,7,Technical,Low,2024-10-13 20:20:46,2024-10-13 20:56:46,2024-10-14 04:08:46.000000,Closed,0,0
282,283,57,14,Feature,High,2024-12-02 04:43:48,2024-12-02 04:53:48,2024-12-02 06:47:48.000000,Open,0,0
283,284,39,14,Technical,Medium,2024-12-30 12:20:51,2024-12-30 12:28:51,2024-12-30 18:22:51.000000,Open,0,0
284,285,53,19,Account,Medium,2024-12-24 00:39:25,2024-12-24 00:51:25,2024-12-24 05:24:25.000000,Open,0,0
285,286,10,14,Billing,High,2024-05-12 18:40:21,2024-05-12 18:48:21,2024-05-12 21:11:09.000000,Closed,0,0
286,287,70,13,Billing,High,2024-06-05 18:14:15,2024-06-05 18:22:15,2024-06-05 19:53:27.000000,Closed,0,3
287,288,80,16,Billing,Medium,2024-04-10 05:23:09,2024-04-10 05:36:09,2024-04-10 07:03:09.000000,Closed,0,0
288,289,70,8,Account,Low,2024-01-21 07:59:09,2024-01-21 08:14:09,2024-01-21 12:46:33.000000,Closed,0,0
289,290,36,2,Technical,Low,2024-11-06 10:31:08,2024-11-06 10:49:08,2024-11-06 13:00:32.000000,Open,0,0
290,291,3,11,Billing,Low,2024-04-03 15:02:09,2024-04-03 15:18:09,2024-04-03 18:06:45.000000,Closed,1,0
291,292,138,11,Technical,Medium,2024-01-09 23:03:10,2024-01-09 23:17:10,2024-01-10 05:06:22.000000,Closed,0,0
292,293,112,6,Technical,High,2024-12-03 12:03:55,2024-12-03 12:21:55,2024-12-03 13:56:43.000000,Open,0,0
293,294,94,6,Technical,High,2024-02-18 10:01:19,2024-02-18 10:22:19,2024-02-18 13:13:55.000000,Closed,0,0
294,295,135,14,Billing,Medium,2024-05-19 03:51:51,2024-05-19 04:06:51,2024-05-19 08:45:15.000000,Closed,0,0
295,296,139,9,Account,Low,2024-09-06 01:21:38,2024-09-06 01:34:38,2024-09-06 07:33:26.000000,Closed,0,0
296,297,37,4,Feature,Low,2024-05-23 03:17:32,2024-05-23 03:46:32,2024-05-23 09:38:08.000000,Closed,0,0
297,298,56,19,Technical,High,2024-03-10 16:28:23,2024-03-10 16:44:23,2024-03-10 18:40:47.000000,Closed,0,0
298,299,45,12,Account,Medium,2024-01-18 02:45:44,2024-01-18 02:57:44,2024-01-18 08:20:32.000000,Closed,0,1
299,300,38,5,Account,High,2024-05-31 18:08:54,2024-05-31 18:15:54,2024-05-31 19:57:18.000000,Closed,0,0
300,301,69,1,Billing,High,2024-06-15 09:08:54,2024-06-15 09:13:54,2024-06-15 12:12:42.000000,Closed,0,0
301,302,73,13,Billing,Low,2024-03-03 05:13:05,2024-03-03 05:21:05,2024-03-03 10:44:29.000000,Closed,0,0
302,303,78,18,Account,High,2024-06-01 19:56:46,2024-06-01 20:10:46,2024-06-01 21:55:46.000000,Closed,0,0
303,304,7,16,Technical,Low,2024-05-19 18:32:20,2024-05-19 18:49:20,2024-05-20 00:40:56.000000,Closed,0,0
304,305,130,8,Billing,Medium,2024-08-01 05:15:42,2024-08-01 05:25:42,2024-08-01 07:11:54.000000,Closed,0,0
305,306,83,3,Bug,Medium,2024-03-16 23:26:11,2024-03-16 23:36:11,2024-03-17 06:54:47.000000,Closed,0,0
306,307,79,12,Technical,Low,2024-06-27 03:22:18,2024-06-27 03:36:18,2024-06-27 06:44:42.000000,Closed,0,0
307,308,40,7,Technical,Medium,2024-10-28 09:17:50,2024-10-28 09:40:50,2024-10-28 14:26:26.000000,Closed,0,0
308,309,94,13,Technical,Low,2024-10-28 09:45:45,2024-10-28 09:52:45,2024-10-28 14:46:09.000000,Closed,0,0
309,310,89,20,Technical,Low,2024-04-12 17:08:11,2024-04-12 17:38:11,2024-04-12 22:05:47.000000,Closed,0,0
310,311,48,1,Account,Low,2024-03-10 00:46:35,2024-03-10 01:09:35,2024-03-10 07:08:59.000000,Closed,0,0
311,312,55,3,Billing,Low,2024-07-02 17:31:18,2024-07-02 18:01:18,2024-07-02 18:48:42.000000,Closed,0,0
312,313,92,2,Bug,High,2024-03-23 18:35:55,2024-03-23 18:47:55,2024-03-23 21:11:19.000000,Closed,0,0
313,314,121,11,Technical,Low,2024-03-07 16:59:40,2024-03-07 17:13:40,2024-03-07 22:01:04.000000,Closed,0,0
314,315,77,10,Account,Medium,2024-07-23 13:00:41,2024-07-23 13:19:41,2024-07-23 17:53:53.000000,Closed,0,0
315,316,68,13,Billing,Medium,2024-11-27 05:07:36,2024-11-27 05:16:36,2024-11-27 13:26:12.000000,Open,0,0
316,317,76,8,Account,High,2024-11-13 23:08:30,2024-11-13 23:13:30,2024-11-14 01:12:54.000000,Open,0,0
317,318,139,8,Bug,Urgent,2024-05-31 20:01:51,2024-05-31 20:06:51,2024-05-31 22:00:15.000000,Closed,0,0
318,319,88,15,Account,Low,2024-06-21 07:25:11,2024-06-21 07:35:11,2024-06-21 11:48:23.000000,Closed,0,0
319,320,46,8,Account,Medium,2024-09-21 08:37:35,2024-09-21 08:53:35,2024-09-21 11:27:47.000000,Closed,0,0
320,321,146,4,Technical,Medium,2024-02-04 17:11:47,2024-02-04 17:17:47,2024-02-04 19:21:23.000000,Closed,0,0
321,322,79,3,Billing,High,2024-02-08 05:19:42,2024-02-08 05:27:42,2024-02-08 07:47:30.000000,Closed,0,0
322,323,109,10,Technical,High,2024-04-14 01:33:21,2024-04-14 01:46:21,2024-04-14 03:45:09.000000,Closed,0,0
323,324,56,15,Account,Urgent,2024-12-08 19:34:25,2024-12-08 19:43:25,2024-12-08 22:15:49.000000,Open,1,0
324,325,29,20,Technical,Medium,2024-11-25 14:29:46,2024-11-25 14:42:46,2024-11-25 20:33:10.000000,Open,0,0
325,326,128,16,Billing,Low,2024-12-03 02:17:43,2024-12-03 02:35:43,2024-12-03 04:55:31.000000,Open,0,0
326,327,32,9,Technical,Medium,2024-09-28 22:58:28,2024-09-28 23:12:28,2024-09-29 03:08:16.000000,Closed,0,0
327,328,109,8,Bug,High,2024-04-04 22:59:02,2024-04-04 23:03:02,2024-04-05 00:57:02.000000,Closed,0,0
328,329,79,7,Technical,Medium,2024-12-28 17:28:16,2024-12-28 17:36:16,2024-12-28 23:41:40.000000,Open,0,0
329,330,55,7,Bug,High,2024-03-13 06:17:21,2024-03-13 06:29:21,2024-03-13 07:37:08.999999,Closed,0,0
330,331,48,7,Account,Low,2024-10-03 04:48:08,2024-10-03 05:26:08,2024-10-03 08:57:20.000000,Closed,0,0
331,332,126,10,Billing,Low,2024-11-04 20:04:29,2024-11-04 20:22:29,2024-11-04 23:54:53.000000,Open,0,0
332,333,67,3,Technical,Medium,2024-12-07 03:26:01,2024-12-07 03:44:01,2024-12-07 11:35:37.000000,Open,0,0
333,334,26,14,Feature,Medium,2024-08-17 01:29:43,2024-08-17 01:42:43,2024-08-17 06:23:31.000000,Closed,0,0
334,335,27,11,Technical,Medium,2024-01-10 16:04:26,2024-01-10 16:11:26,2024-01-10 22:33:02.000000,Closed,0,2
335,336,42,14,Account,High,2024-08-25 19:02:53,2024-08-25 19:07:53,2024-08-25 21:25:17.000000,Closed,0,0
336,337,70,20,Technical,Medium,2024-12-15 11:49:03,2024-12-15 12:01:03,2024-12-15 16:17:14.999999,Open,0,0
337,338,138,15,Account,Medium,2024-09-08 22:33:10,2024-09-08 22:42:10,2024-09-09 05:07:58.000000,Closed,0,0
338,339,45,7,Billing,Low,2024-10-16 07:17:39,2024-10-16 07:54:39,2024-10-16 14:41:27.000000,Closed,0,1
339,340,62,11,Technical,High,2024-07-31 02:27:05,2024-07-31 02:35:05,2024-07-31 04:34:29.000000,Closed,0,0
340,341,113,19,Account,High,2024-06-22 21:59:09,2024-06-22 22:03:09,2024-06-22 23:36:45.000000,Closed,0,3
341,342,5,17,Billing,Medium,2024-03-27 23:51:04,2024-03-28 00:00:04,2024-03-28 04:25:51.999999,Closed,0,0
342,343,2,16,Billing,Medium,2024-01-23 20:37:07,2024-01-23 20:52:07,2024-01-23 23:47:19.000000,Closed,0,0
343,344,16,15,Technical,High,2024-07-29 03:44:25,2024-07-29 03:57:25,2024-07-29 04:59:13.000000,Closed,0,0
344,345,77,14,Feature,Medium,2024-12-14 11:05:57,2024-12-14 11:15:57,2024-12-14 16:52:33.000000,Open,0,0
345,346,103,19,Technical,Medium,2024-11-05 01:57:55,2024-11-05 02:14:55,2024-11-05 06:13:43.000000,Open,0,0
346,347,32,20,Technical,Low,2024-06-12 09:16:37,2024-06-12 09:30:37,2024-06-12 17:37:12.999999,Closed,0,0
347,348,8,17,Technical,High,2024-02-18 20:21:33,2024-02-18 20:31:33,2024-02-18 23:00:21.000000,Closed,0,0
348,349,107,8,Technical,Urgent,2024-12-06 12:52:14,2024-12-06 12:58:14,2024-12-06 14:26:26.000000,Open,0,0
349,350,1,18,Billing,Medium,2024-05-27 08:27:10,2024-05-27 08:39:10,2024-05-27 11:36:10.000000,Closed,0,0
350,351,135,13,Technical,Medium,2024-04-03 01:08:24,2024-04-03 01:24:24,2024-04-03 04:40:36.000000,Closed,0,1
351,352,137,18,Technical,Urgent,2024-01-08 18:16:05,2024-01-08 18:21:05,2024-01-08 19:28:52.999999,Closed,0,0
352,353,82,12,Account,High,2024-09-10 07:00:10,2024-09-10 07:12:10,2024-09-10 08:40:58.000000,Closed,0,0
353,354,31,10,Technical,High,2024-11-30 00:21:58,2024-11-30 00:31:58,2024-11-30 02:21:46.000000,Open,0,0
354,355,61,2,Technical,Medium,2024-12-26 18:40:20,2024-12-26 19:12:20,2024-12-27 02:57:56.000000,Open,0,0
355,356,60,4,Billing,Low,2024-04-23 19:45:32,2024-04-23 20:02:32,2024-04-23 23:39:08.000000,Closed,0,0
356,357,98,11,Technical,Medium,2024-04-16 22:43:26,2024-04-16 22:54:26,2024-04-17 04:02:50.000000,Closed,0,0
357,358,101,2,Account,Low,2024-07-19 16:22:47,2024-07-19 16:43:47,2024-07-19 21:37:47.000000,Closed,0,0
358,359,90,7,Bug,Low,2024-09-01 00:00:48,2024-09-01 00:34:48,2024-09-01 08:31:12.000000,Closed,0,0
359,360,6,7,Account,High,2024-12-15 02:49:23,2024-12-15 02:59:23,2024-12-15 05:10:47.000000,Open,0,0
360,361,9,1,Billing,Medium,2024-11-12 00:52:43,2024-11-12 01:00:43,2024-11-12 05:52:19.000000,Open,0,0
361,362,11,11,Feature,Medium,2024-01-14 10:51:26,2024-01-14 11:01:26,2024-01-14 14:48:14.000000,Closed,0,0
362,363,129,10,Billing,Low,2024-01-26 18:14:41,2024-01-26 18:30:41,2024-01-26 23:04:17.000000,Closed,0,0
363,364,108,10,Account,Medium,2024-10-29 22:44:20,2024-10-29 22:57:20,2024-10-30 03:50:08.000000,Closed,0,0
364,365,107,17,Technical,Urgent,2024-10-03 13:49:33,2024-10-03 13:58:33,2024-10-03 16:17:09.000000,Closed,0,0
365,366,50,2,Billing,Medium,2024-07-10 05:19:27,2024-07-10 05:23:27,2024-07-10 11:41:27.000000,Closed,1,0
366,367,127,18,Technical,High,2024-09-21 15:32:16,2024-09-21 15:36:16,2024-09-21 18:19:28.000000,Closed,0,0
367,368,118,3,Billing,Low,2024-09-27 16:12:15,2024-09-27 16:20:15,2024-09-28 00:19:03.000000,Closed,0,0
368,369,7,19,Technical,Medium,2024-05-23 17:50:48,2024-05-23 18:02:48,2024-05-23 23:17:48.000000,Closed,0,0
369,370,100,15,Billing,Medium,2024-03-01 01:45:31,2024-03-01 01:57:31,2024-03-01 10:31:43.000000,Closed,1,0
370,371,62,19,Technical,Medium,2024-04-22 01:41:29,2024-04-22 01:52:29,2024-04-22 06:55:29.000000,Closed,0,0
371,372,116,9,Account,Urgent,2024-11-24 09:37:40,2024-11-24 09:45:40,2024-11-24 11:08:28.000000,Open,0,0
372,373,72,16,Feature,Medium,2024-08-24 10:57:09,2024-08-24 11:15:09,2024-08-24 13:52:21.000000,Closed,0,0
373,374,45,2,Account,Low,2024-04-21 21:49:15,2024-04-21 22:24:15,2024-04-22 02:50:39.000000,Closed,0,0
374,375,26,19,Technical,High,2024-10-30 23:52:06,2024-10-31 00:01:06,2024-10-31 02:22:06.000000,Closed,0,0
375,376,38,6,Account,Low,2024-10-23 01:06:01,2024-10-23 01:36:01,2024-10-23 08:34:49.000000,Closed,0,0
376,377,100,5,Feature,Low,2024-01-31 13:01:57,2024-01-31 13:14:57,2024-01-31 17:25:44.999999,Closed,0,0
377,378,57,15,Bug,Low,2024-02-20 09:18:29,2024-02-20 09:29:29,2024-02-20 14:31:17.000000,Closed,0,0
378,379,5,11,Feature,High,2024-08-18 16:42:10,2024-08-18 16:46:10,2024-08-18 18:14:22.000000,Closed,0,0
379,380,69,15,Technical,Medium,2024-08-25 14:32:58,2024-08-25 14:40:58,2024-08-25 18:16:58.000000,Closed,1,1
380,381,68,15,Technical,Low,2024-11-23 06:25:15,2024-11-23 06:56:15,2024-11-23 09:04:39.000000,Open,0,3
381,382,139,12,Bug,Low,2024-06-26 05:36:17,2024-06-26 05:42:17,2024-06-26 09:30:17.000000,Closed,0,0
382,383,18,8,Technical,Medium,2024-01-24 22:56:11,2024-01-24 23:14:11,2024-01-25 03:53:11.000000,Closed,0,0
383,384,134,11,Account,Medium,2024-08-25 04:12:19,2024-08-25 04:35:19,2024-08-25 09:05:55.000000,Closed,0,0
384,385,149,1,Technical,High,2024-12-02 05:43:58,2024-12-02 05:52:58,2024-12-02 07:56:34.000000,Open,0,0
385,386,68,13,Technical,Low,2024-09-24 16:03:31,2024-09-24 16:41:31,2024-09-24 20:31:19.000000,Closed,0,0
386,387,74,6,Billing,Medium,2024-09-18 21:23:30,2024-09-18 21:30:30,2024-09-19 04:20:18.000000,Closed,0,0
387,388,26,8,Technical,Low,2024-10-26 01:01:35,2024-10-26 01:13:35,2024-10-26 05:11:47.000000,Closed,0,0
388,389,7,13,Feature,High,2024-04-20 14:01:57,2024-04-20 14:16:57,2024-04-20 16:10:57.000000,Closed,0,0
389,390,44,9,Technical,Medium,2024-04-26 12:25:05,2024-04-26 12:34:05,2024-04-26 15:16:41.000000,Closed,0,0
390,391,61,7,Technical,Low,2024-02-06 17:04:45,2024-02-06 17:36:45,2024-02-07 02:43:21.000000,Closed,0,0
391,392,37,10,Bug,Low,2024-03-05 02:17:30,2024-03-05 02:35:30,2024-03-05 07:22:18.000000,Closed,0,0
392,393,104,8,Billing,Low,2024-10-27 02:24:22,2024-10-27 02:52:22,2024-10-27 06:00:10.000000,Closed,0,0
393,394,76,19,Technical,Low,2024-02-05 11:23:24,2024-02-05 11:35:24,2024-02-05 16:43:12.000000,Closed,0,0
394,395,142,9,Technical,Low,2024-12-27 12:06:43,2024-12-27 12:57:43,2024-12-27 18:25:55.000000,Open,0,0
395,396,116,9,Billing,Medium,2024-01-03 22:52:02,2024-01-03 23:09:02,2024-01-04 01:49:14.000000,Closed,0,0
396,397,14,17,Account,Low,2024-06-24 09:57:45,2024-06-24 10:17:45,2024-06-24 16:53:45.000000,Closed,0,0
397,398,131,9,Technical,Low,2024-10-22 18:08:00,2024-10-22 18:26:00,2024-10-23 03:38:00.000000,Closed,0,1
398,399,125,6,Billing,Medium,2024-03-15 17:09:18,2024-03-15 18:19:18,2024-03-15 18:49:18.000000,Closed,0,0
399,400,50,12,Account,Medium,2024-02-16 06:45:02,2024-02-16 06:59:02,2024-02-16 10:56:38.000000,Closed,0,0
400,401,150,8,Billing,Low,2024-04-10 12:12:35,2024-04-10 12:35:35,2024-04-10 15:53:35.000000,Closed,0,0
401,402,116,10,Account,Medium,2024-08-21 14:40:38,2024-08-21 14:54:38,2024-08-21 21:03:38.000000,Closed,0,0
402,403,100,14,Feature,Medium,2024-07-07 11:44:38,2024-07-07 12:26:38,2024-07-07 21:48:14.000000,Closed,0,0
403,404,124,4,Bug,Medium,2024-01-04 04:58:22,2024-01-04 05:08:22,2024-01-04 13:58:46.000000,Closed,0,0
404,405,83,7,Account,High,2024-10-01 21:06:57,2024-10-01 21:12:57,2024-10-01 22:56:09.000000,Closed,0,0
405,406,17,14,Account,High,2024-06-24 15:28:03,2024-06-24 15:33:03,2024-06-24 17:14:27.000000,Closed,0,0
406,407,107,7,Feature,High,2024-11-07 05:58:37,2024-11-07 06:12:37,2024-11-07 06:42:37.000000,Open,0,0
407,408,102,18,Account,Medium,2024-01-02 01:15:42,2024-01-02 01:42:42,2024-01-02 06:53:30.000000,Closed,0,0
408,409,128,2,Feature,Low,2024-03-11 19:34:46,2024-03-11 19:47:46,2024-03-12 00:10:34.000000,Closed,0,0
409,410,36,12,Feature,Medium,2024-12-23 22:31:19,2024-12-23 22:47:19,2024-12-24 02:10:07.000000,Open,0,0
410,411,140,16,Bug,Medium,2024-02-22 01:10:12,2024-02-22 01:20:12,2024-02-22 06:37:00.000000,Closed,0,1
411,412,53,7,Technical,Low,2024-04-23 07:35:02,2024-04-23 07:44:02,2024-04-23 16:20:37.999999,Closed,0,0
412,413,140,9,Technical,Low,2024-07-22 08:19:11,2024-07-22 08:39:11,2024-07-22 15:16:23.000000,Closed,0,0
413,414,115,16,Technical,Medium,2024-08-11 18:58:51,2024-08-11 19:32:51,2024-08-11 22:48:27.000000,Closed,0,0
414,415,6,13,Technical,Low,2024-11-20 23:43:13,2024-11-20 23:55:13,2024-11-21 03:12:01.000000,Open,0,0
415,416,98,6,Bug,Low,2024-04-03 04:46:53,2024-04-03 05:25:53,2024-04-03 10:44:29.000000,Closed,0,0
416,417,14,20,Technical,Low,2024-02-15 08:10:39,2024-02-15 08:31:39,2024-02-15 15:26:51.000000,Closed,0,0
417,418,102,11,Technical,Medium,2024-11-24 02:26:19,2024-11-24 02:38:19,2024-11-24 05:06:31.000000,Open,0,0
418,419,3,6,Technical,Medium,2024-09-09 03:26:50,2024-09-09 03:50:50,2024-09-09 08:46:02.000000,Closed,0,1
419,420,109,4,Billing,Low,2024-12-08 00:48:53,2024-12-08 01:03:53,2024-12-08 05:25:29.000000,Open,0,0
420,421,142,20,Account,Urgent,2024-04-07 18:25:06,2024-04-07 18:34:06,2024-04-07 19:35:54.000000,Closed,0,0
421,422,110,20,Technical,Medium,2024-05-05 20:28:52,2024-05-05 20:39:52,2024-05-05 23:13:28.000000,Closed,0,0
422,423,8,7,Feature,Medium,2024-04-09 09:06:12,2024-04-09 09:15:12,2024-04-09 16:27:48.000000,Closed,0,0
423,424,110,14,Billing,Medium,2024-07-13 21:46:15,2024-07-13 22:00:15,2024-07-14 04:22:27.000000,Closed,0,0
424,425,1,20,Billing,Medium,2024-03-03 04:43:35,2024-03-03 04:54:35,2024-03-03 08:36:35.000000,Closed,0,0
425,426,48,9,Technical,Medium,2024-10-16 23:18:13,2024-10-16 23:32:13,2024-10-17 08:49:37.000000,Closed,0,0
426,427,141,9,Bug,Medium,2024-05-08 17:03:44,2024-05-08 17:17:44,2024-05-08 21:32:08.000000,Closed,0,2
